idx,Action
55213,No gesture
77783,Sliding Two Fingers Down
27802,Doing other things
65051,Doing other things
102796,Doing other things
41287,Turning Hand Clockwise
33869,Sliding Two Fingers Down
50243,Doing other things
127057,Doing other things
129585,Doing other things
126907,No gesture
44201,Swiping Right
49591,Sliding Two Fingers Up
25986,Swiping Left
139255,Turning Hand Clockwise
57718,Doing other things
97653,No gesture
12933,Sliding Two Fingers Down
5839,No gesture
51045,Sliding Two Fingers Up
26698,No gesture
25929,Sliding Two Fingers Up
95098,Sliding Two Fingers Down
115771,Sliding Two Fingers Down
45156,Swiping Right
107998,Sliding Two Fingers Up
88997,Swiping Right
112268,Doing other things
98147,No gesture
124095,Turning Hand Clockwise
71138,Doing other things
57893,Sliding Two Fingers Down
53933,Doing other things
74191,Swiping Left
82439,Stop Sign
7071,No gesture
29460,Sliding Two Fingers Down
4365,Sliding Two Fingers Down
147594,Thumb Up
42220,No gesture
45345,Doing other things
25381,Swiping Right
12271,Sliding Two Fingers Up
93310,No gesture
118239,Doing other things
137681,Sliding Two Fingers Down
8953,Doing other things
24443,No gesture
53584,Doing other things
112478,Stop Sign
43625,Doing other things
147300,Stop Sign
100146,Doing other things
23109,Doing other things
145264,Sliding Two Fingers Up
40455,Swiping Left
60343,Thumb Up
16705,Sliding Two Fingers Up
117601,No gesture
59153,Doing other things
44257,Doing other things
134805,Swiping Left
108707,Turning Hand Clockwise
72120,Sliding Two Fingers Down
130139,Thumb Up
144295,Doing other things
70055,Swiping Right
108105,Sliding Two Fingers Down
22153,No gesture
43279,Turning Hand Clockwise
85195,No gesture
130900,No gesture
145561,Sliding Two Fingers Up
75813,Swiping Left
125274,Sliding Two Fingers Down
136917,Doing other things
13980,Sliding Two Fingers Up
114328,Sliding Two Fingers Up
120688,Swiping Left
5287,Sliding Two Fingers Down
145649,Swiping Left
107329,Stop Sign
60400,No gesture
146980,Turning Hand Clockwise
1399,Swiping Right
146645,No gesture
106566,Sliding Two Fingers Up
93789,Turning Hand Clockwise
58306,Doing other things
112738,Sliding Two Fingers Up
118717,Swiping Right
18771,No gesture
1567,Doing other things
50442,Sliding Two Fingers Up
61761,Doing other things
92525,Thumb Up
23583,No gesture
79067,Swiping Right
96157,Swiping Right
41797,Doing other things
123773,Swiping Right
40475,No gesture
116944,Thumb Up
34912,No gesture
111196,Doing other things
104425,Sliding Two Fingers Up
28627,Sliding Two Fingers Down
138346,Stop Sign
141890,Stop Sign
58572,Stop Sign
74051,Doing other things
78659,No gesture
109452,Sliding Two Fingers Down
17561,Sliding Two Fingers Down
109869,Doing other things
43235,Doing other things
126301,Thumb Up
113348,Doing other things
39281,Doing other things
26597,Thumb Up
35032,Doing other things
64808,Swiping Left
106160,Thumb Up
4269,Thumb Up
135636,Doing other things
122228,Sliding Two Fingers Up
121909,Sliding Two Fingers Down
79307,Doing other things
19524,Turning Hand Clockwise
30343,Sliding Two Fingers Up
118697,Sliding Two Fingers Down
137843,Stop Sign
35781,Sliding Two Fingers Down
113586,Turning Hand Clockwise
4439,Thumb Up
138866,Swiping Right
91075,Thumb Up
38454,Swiping Left
34507,Thumb Up
31681,No gesture
3470,Sliding Two Fingers Down
128704,Sliding Two Fingers Up
87849,Stop Sign
25576,Swiping Left
90794,Stop Sign
7080,Doing other things
53024,Turning Hand Clockwise
118354,Swiping Right
106006,Stop Sign
35972,Thumb Up
66158,Swiping Left
91422,Doing other things
111962,No gesture
71130,Swiping Left
77048,Thumb Up
42660,Sliding Two Fingers Up
3993,Doing other things
5460,Stop Sign
42550,Doing other things
11005,Sliding Two Fingers Down
31949,Doing other things
64003,Turning Hand Clockwise
29387,Doing other things
140562,Doing other things
119503,Swiping Left
91489,Stop Sign
100820,Sliding Two Fingers Down
51860,Swiping Left
51774,Swiping Left
60777,Sliding Two Fingers Up
86788,Doing other things
77200,No gesture
12507,Sliding Two Fingers Down
125861,Swiping Right
110581,Sliding Two Fingers Down
75289,No gesture
57721,Turning Hand Clockwise
61172,Sliding Two Fingers Down
138596,Sliding Two Fingers Up
57445,Doing other things
38988,No gesture
125845,Thumb Up
129893,Stop Sign
55048,Doing other things
146788,Doing other things
141951,Sliding Two Fingers Down
104978,Sliding Two Fingers Down
76034,Turning Hand Clockwise
125513,Sliding Two Fingers Up
47567,Sliding Two Fingers Down
80760,Swiping Left
48388,Swiping Left
11759,Doing other things
24819,Stop Sign
14507,Sliding Two Fingers Down
127331,Sliding Two Fingers Up
140720,Doing other things
28325,Turning Hand Clockwise
69448,Doing other things
142908,Doing other things
12401,Doing other things
13958,Swiping Left
26477,Swiping Right
9416,Doing other things
47924,Thumb Up
142846,No gesture
79047,Thumb Up
68953,Thumb Up
71229,Thumb Up
73662,Thumb Up
126222,Doing other things
46739,Thumb Up
68651,Doing other things
5069,Sliding Two Fingers Up
76199,Sliding Two Fingers Down
90222,No gesture
137207,Stop Sign
142545,Stop Sign
133635,Doing other things
104949,Swiping Right
25213,Thumb Up
57954,Thumb Up
118634,Sliding Two Fingers Down
109007,Thumb Up
110040,Swiping Left
24839,Stop Sign
11046,Thumb Up
85925,Swiping Left
4836,Doing other things
107642,No gesture
23313,Doing other things
114267,Turning Hand Clockwise
26432,Sliding Two Fingers Down
13941,Doing other things
89973,Sliding Two Fingers Down
122662,Turning Hand Clockwise
52915,No gesture
91198,Sliding Two Fingers Up
6584,Sliding Two Fingers Down
56215,Doing other things
145119,Turning Hand Clockwise
101470,No gesture
89998,Stop Sign
133607,Swiping Right
110858,Thumb Up
51738,Doing other things
102534,Thumb Up
16876,Sliding Two Fingers Up
110082,Stop Sign
124410,Swiping Left
49394,Sliding Two Fingers Down
144045,Sliding Two Fingers Down
124037,Sliding Two Fingers Down
1693,Doing other things
46102,Sliding Two Fingers Down
20536,Thumb Up
26849,Swiping Right
119929,No gesture
33166,Swiping Right
144304,No gesture
59276,Swiping Right
51493,Stop Sign
29172,No gesture
35301,Thumb Up
139366,Sliding Two Fingers Up
3275,Sliding Two Fingers Up
86113,Sliding Two Fingers Down
71569,Swiping Left
17496,Swiping Right
113291,Swiping Left
22421,No gesture
105635,Doing other things
65769,Swiping Right
114683,Swiping Left
113551,No gesture
24176,No gesture
138607,Sliding Two Fingers Up
96145,Doing other things
130913,Doing other things
66095,Doing other things
84819,Turning Hand Clockwise
115536,No gesture
92304,Sliding Two Fingers Down
22868,Thumb Up
131690,Turning Hand Clockwise
17020,Doing other things
143844,Doing other things
24299,Swiping Right
142410,Swiping Left
133387,No gesture
103159,Swiping Right
20129,Turning Hand Clockwise
42432,Doing other things
65151,Doing other things
76678,Doing other things
8103,Doing other things
138611,Stop Sign
118864,Sliding Two Fingers Down
29198,Sliding Two Fingers Up
10118,Doing other things
11124,Turning Hand Clockwise
127564,Doing other things
94068,Thumb Up
58900,Doing other things
85349,Sliding Two Fingers Down
32930,Doing other things
95911,Stop Sign
63307,Sliding Two Fingers Up
8156,Sliding Two Fingers Up
116354,Doing other things
60774,Doing other things
4929,No gesture
13633,Sliding Two Fingers Up
147728,Turning Hand Clockwise
107264,Sliding Two Fingers Up
31038,Doing other things
105776,Sliding Two Fingers Up
20120,Sliding Two Fingers Up
34720,Turning Hand Clockwise
92737,Stop Sign
76523,Swiping Right
14913,No gesture
9796,Sliding Two Fingers Down
1858,Doing other things
129192,Stop Sign
106826,Doing other things
92475,Swiping Right
55613,No gesture
62303,Sliding Two Fingers Up
115175,Thumb Up
45863,No gesture
130962,Doing other things
100107,Sliding Two Fingers Down
42094,Thumb Up
111958,Sliding Two Fingers Up
23631,No gesture
12060,Doing other things
10703,Swiping Right
81587,Sliding Two Fingers Up
71742,Stop Sign
141381,Doing other things
26346,Stop Sign
145640,Doing other things
44809,Swiping Right
114627,Turning Hand Clockwise
143808,No gesture
69198,Doing other things
65104,Swiping Left
121091,Doing other things
123558,Doing other things
105166,Turning Hand Clockwise
106372,No gesture
4247,Sliding Two Fingers Down
32761,Swiping Left
115867,Doing other things
102127,Swiping Left
70774,Swiping Left
1020,Turning Hand Clockwise
142208,Sliding Two Fingers Up
66691,Sliding Two Fingers Up
82524,Stop Sign
22914,Swiping Right
73351,Swiping Left
63775,Stop Sign
49154,Sliding Two Fingers Down
131176,No gesture
63698,Sliding Two Fingers Up
146160,Sliding Two Fingers Up
17650,Sliding Two Fingers Down
120747,Swiping Left
99637,Sliding Two Fingers Up
80486,Doing other things
80534,Thumb Up
54646,Swiping Right
42656,No gesture
125013,Doing other things
100799,Swiping Left
125104,Sliding Two Fingers Down
147602,No gesture
92292,Thumb Up
66663,No gesture
115759,Sliding Two Fingers Up
54023,Swiping Left
84644,Doing other things
85992,Turning Hand Clockwise
74644,Sliding Two Fingers Up
68344,Sliding Two Fingers Down
29949,Sliding Two Fingers Down
117054,Stop Sign
65035,Sliding Two Fingers Up
130864,Sliding Two Fingers Up
27800,Doing other things
112177,Swiping Left
3999,Sliding Two Fingers Up
139870,Sliding Two Fingers Down
124069,Sliding Two Fingers Up
129106,Sliding Two Fingers Up
118322,Stop Sign
67093,Sliding Two Fingers Up
109356,Turning Hand Clockwise
136333,No gesture
5619,Swiping Left
107281,Swiping Left
115964,Stop Sign
35427,Swiping Right
119655,Turning Hand Clockwise
114374,Sliding Two Fingers Up
127899,Doing other things
140768,Sliding Two Fingers Down
30169,Doing other things
70103,Doing other things
12986,Sliding Two Fingers Up
35195,Sliding Two Fingers Up
91905,Sliding Two Fingers Down
102834,Sliding Two Fingers Up
3943,Swiping Right
137895,Sliding Two Fingers Up
28115,Swiping Left
62680,Sliding Two Fingers Up
138069,Doing other things
71444,Sliding Two Fingers Down
40386,Doing other things
136489,Doing other things
53021,Doing other things
69657,Sliding Two Fingers Down
113783,Doing other things
146560,Swiping Left
97553,Stop Sign
90206,Doing other things
122051,Stop Sign
6211,No gesture
100256,Doing other things
51354,Doing other things
41414,Doing other things
126454,No gesture
137331,Swiping Right
14814,No gesture
85418,Turning Hand Clockwise
134161,Doing other things
146821,Swiping Right
105252,Sliding Two Fingers Up
47994,Sliding Two Fingers Up
83990,Turning Hand Clockwise
85169,Swiping Left
118572,Turning Hand Clockwise
5410,Turning Hand Clockwise
13521,No gesture
84570,Swiping Left
123731,Swiping Left
114408,Sliding Two Fingers Down
130013,Sliding Two Fingers Up
65886,Doing other things
50622,Doing other things
111686,Doing other things
87997,Swiping Left
87739,No gesture
38604,Stop Sign
53708,No gesture
112961,Stop Sign
93018,Turning Hand Clockwise
24832,Turning Hand Clockwise
23046,Thumb Up
92805,Doing other things
77853,Sliding Two Fingers Down
91173,Turning Hand Clockwise
6660,Sliding Two Fingers Down
73906,Turning Hand Clockwise
64132,Swiping Left
132069,Thumb Up
67974,Thumb Up
20943,Sliding Two Fingers Down
28704,Thumb Up
38866,Sliding Two Fingers Up
10173,Swiping Left
43187,Sliding Two Fingers Down
122534,Doing other things
69870,Doing other things
29806,No gesture
99424,Stop Sign
127372,Stop Sign
84001,No gesture
91137,Doing other things
10446,Doing other things
110640,Sliding Two Fingers Down
98927,Stop Sign
131766,Doing other things
106053,Thumb Up
118958,No gesture
103454,Sliding Two Fingers Up
43258,Doing other things
11605,Swiping Left
77232,Thumb Up
120416,Doing other things
39340,Stop Sign
20385,Doing other things
142323,Turning Hand Clockwise
126631,Swiping Left
112932,Thumb Up
124718,Sliding Two Fingers Up
34062,Sliding Two Fingers Down
23459,Doing other things
77351,Sliding Two Fingers Down
14695,Sliding Two Fingers Down
94182,Swiping Right
142832,No gesture
19131,Doing other things
112502,Doing other things
32948,Thumb Up
45998,Swiping Left
123774,Doing other things
109933,Stop Sign
6295,No gesture
37324,Doing other things
137840,No gesture
134601,Doing other things
42710,Swiping Right
90060,Swiping Right
33081,Doing other things
2020,Thumb Up
33406,No gesture
140925,Stop Sign
143962,Stop Sign
2795,Stop Sign
48399,No gesture
39278,No gesture
108652,Thumb Up
28774,Sliding Two Fingers Up
104971,Swiping Left
51252,Doing other things
24790,Doing other things
127809,Swiping Right
23692,Swiping Left
40545,Sliding Two Fingers Up
89463,Doing other things
31201,Thumb Up
85364,Sliding Two Fingers Up
15859,Doing other things
67748,Sliding Two Fingers Up
112402,Doing other things
22550,Sliding Two Fingers Down
69809,No gesture
29217,Sliding Two Fingers Down
35302,Stop Sign
102246,Thumb Up
132988,Thumb Up
29231,Swiping Right
77930,Turning Hand Clockwise
137106,No gesture
72108,Swiping Right
57840,Turning Hand Clockwise
38329,Thumb Up
57766,Thumb Up
102709,Doing other things
94855,Thumb Up
31161,Sliding Two Fingers Down
20050,Doing other things
73471,Sliding Two Fingers Up
59543,Doing other things
71667,Doing other things
124585,No gesture
142000,Turning Hand Clockwise
112501,Thumb Up
94178,Swiping Left
120478,No gesture
145511,Swiping Right
44573,Swiping Left
125489,Sliding Two Fingers Up
48404,Thumb Up
104675,Turning Hand Clockwise
124259,Doing other things
87988,No gesture
5981,Doing other things
94741,Doing other things
141785,Swiping Right
38869,Swiping Left
116160,Swiping Right
48762,Swiping Right
1765,No gesture
94858,Swiping Left
5023,Doing other things
37419,No gesture
44672,No gesture
147898,Swiping Right
82205,Stop Sign
103144,Swiping Left
21304,Doing other things
145794,Sliding Two Fingers Down
3020,Thumb Up
6470,Thumb Up
34095,Doing other things
86242,Turning Hand Clockwise
108752,Turning Hand Clockwise
143708,Thumb Up
20570,Stop Sign
148026,Doing other things
7715,Turning Hand Clockwise
103504,Swiping Left
140510,Turning Hand Clockwise
139903,Sliding Two Fingers Up
77954,Doing other things
32565,Sliding Two Fingers Down
100476,Swiping Right
126270,Sliding Two Fingers Down
30470,Swiping Left
3251,Sliding Two Fingers Down
101292,Sliding Two Fingers Down
142223,Sliding Two Fingers Down
74478,Sliding Two Fingers Down
54340,Swiping Right
64900,Doing other things
129469,Thumb Up
10520,Doing other things
116962,Swiping Left
16991,Turning Hand Clockwise
86816,Doing other things
93168,Doing other things
48772,Sliding Two Fingers Down
90274,Thumb Up
32116,Sliding Two Fingers Up
41840,Swiping Right
74193,Thumb Up
114163,No gesture
47665,Sliding Two Fingers Up
135,Doing other things
6684,Thumb Up
101955,Thumb Up
114089,Sliding Two Fingers Up
